industryID,fualtype,purpose,fuelconsumption,fid
26994,"Lp Gas","For Cooking",NULL,2201
1214,"Engine oil ","Smoothing and Gear Wheels",4,2202
27003,kerosene,"for clear",3,2203
21970,"L P Gass",,NULL,2204
1253,"Lp Gas","For Cooking",10,2205
14166,,,NULL,2206
13808,Diesel,"operating Compressor",20,2207
2791,Disel,,20,2208
14037,"carousing oil","to clear iron ",NULL,2209
27010,"LP Gass",cooking,2,2210
14030,no,,NULL,2211
5127,"Lp Gas","For Cooking",16,2212
5103,Disal,,NULL,2213
14116,Deisal,Generator,5,2214
11024,Diesel,,10,2215
14114,Deisal,"Generator operation",5,2216
1262,"Lp Gas","For Cooking",12,2217
1128,kerosene,"For Washing",NULL,2218
27059,"Lp Gas","For Cooking",5,2219
5124," Gas",,NULL,2220
27075,,"frying, cooking of food",9,2221
1248,"Lp Gas","For Cooking",15,2222
5132,"Lp Gas","For Cooking",10,2223
1251,Desal,,4,2224
27084,"Lp Gas","For Cooking",7,2225
3136,Desel,,15,2226
3147,"Bumi Thel",,NULL,2227
5128,"Lp Gas","For Cooking",13.5,2228
27095,"PADDY HUSK","FOR BOILER",500,2229
3153,,,NULL,2230
4172,electric,,300,2231
4306,Disel,,20,2232
13711,"Diesel ","use for compressor ",20,2233
2091,Desal,,40,2234
13710,"Deasal ","Compressor ",20,2235
11579,kerosin,washing,0.5,2236
13713,"Desal ","Compressor ",20,2237
27120,,,NULL,2238
3148,,,NULL,2239
4901,Gas,,13,2240
14462,Diesel,"Operating for generator",100,2241
14460,Diesel,"Operating Compressor",50,2242
21630,kerosene,,2,2243
14455,Diesel,"Compressor operating",50,2244
14458,Diesel,"operating Compressor",5,2245
14457,Diesel,"Operating Compressor",20,2246
14453,Diesel,"Operating Compressor",30,2247
20532,Elecricity,,NULL,2248
14454,,,NULL,2249
14459,Diesel,"Operating Compressor",50,2250
13864,Kerosine,Wash,2,2251
13712,"Diesel  ","Compressor ",5,2252
3143,,,NULL,2253
14461,Diesel,Compressor,120,2254
13714,Diesel,"Compressor ",20,2255
27137,Diesel,"Compressor Oprating",5,2256
2821,Desel,,30,2257
14463,,,NULL,2258
3545,,washing,10,2259
4884,"oil,grees",,2,2260
22025,Diesel,Generators,NULL,2261
27144,Diesal,"For Genaration",0.2,2262
21744,Diesel,,NULL,2263
27158,Diesal,"For Machine",0.2,2264
27160,Kerosin,Cleaning,0.001,2265
27172,Desel,,NULL,2266
27178,Desel,,10,2267
3446,"machine oil",,NULL,2268
27181,Desel,,8,2269
14567,Diesel,"Compressor operation",800,2270
14572,Diesel,"Machine operating",100,2271
14570,Nil,,NULL,2272
14571,Diesel,"Compressor operation",15,2273
21487,Diesel,"For Generator vehicle",200,2274
14633,Nil,,NULL,2275
4980,"LP Gas",15,NULL,2276
25186,Diesel,,100,2277
21589,Diesel,"For genarator during power cut",NULL,2278
14634,Nil,,NULL,2279
14616,Nil,,NULL,2280
14617,Nil,,NULL,2281
2785,Desel,,5,2282
14464,,,NULL,2283
14467,,,NULL,2284
14468,,,NULL,2285
14470,,,NULL,2286
14471,,,NULL,2287
20771,Diesel,"For Machine",0.3,2288
20672,Diesel,,20,2289
3083,,,NULL,2290
3025,Desel,,30,2291
11072,L.P.Gas,,1.2,2292
20387,,,NULL,2293
3114,Disel,,10,2294
2890,Desel,,50,2295
3116,Desel,,3,2296
3128,"L.A Gas",,56,2297
3123,Desel,,20,2298
2825,Desel,,40,2299
1513,,,20,2300
27218,Disel,,6,2301
1455,Disel,,NULL,2302
11544,kerosine,,1.5,2303
14618,NA,,NULL,2304
14609,Nil,,NULL,2305
4810,"L.A Gas",,24,2306
2270,Desal,15,NULL,2307
5126,"LP Gas",Cooking,44.5,2308
5125,Gas,Cooking,1,2309
27259,"LP Gas",Cooking,10,2310
27262,"LP Gas",Cooking,32,2311
27267,"LP Gas","Cooking ",5,2312
20922,"L P Gass","To cooking",13,2313
27269,"LP Gas",Cooking,26,2314
27268,Diesel,"For Machine",20,2315
27270,Deisel,20,NULL,2316
20182,Kerozine,"For Washing",3,2317
21508,Diesel,Loading,50,2318
20097,Diesel,"To operate generator",2000,2319
22206,Diesel,"To operate generator",100,2320
20738,Kerosine,"To operate boiler",100,2321
21489,"LP Gas","Gas Cutting",NULL,2322
4787,Gas,,10,2323
4804,Gas,,NULL,2324
4778,Desel,,5,2325
27300,"LP Gas",Cooking,15,2326
14611,NIL,,NULL,2327
14608,Nil,,NULL,2328
14612,NA,,NULL,2329
14619,NA,,NULL,2330
14620,NA,,NULL,2331
14639,Nil,,NULL,2332
14637,Kerosene,"Washing Parts",2,2333
14632,Kerosene,"Parts washing",1,2334
14638,Kerosene,"part washing",2,2335
1365,Desal,,10,2336
22032,Diesel,,NULL,2337
19849,Diesel,"For fork lift trucks",10,2338
20466,Diesel,,NULL,2339
27310,"Electricity ","Operate the machine",70,2340
19553,Electricity,,NULL,2341
19565,Electricity,"For Machine",275,2342
20251,Diesel,,NULL,2343
19838,Wood,,NULL,2344
27313,Deisel,20l,NULL,2345
21759,"Furnace Oil","Steam Generator",540,2346
22662,Diesel,,2,2347
27324,Deisel,"For operating generator",NULL,2348
23080,"Saw dust,Coconut Shells","For drying the desicated coconut",12,2349
22717,"Kerosene ","For Washing",1,2350
27327,Deisel,"For oprate the Compreasure machine",10,2351
27329,"Furnace oil",,NULL,2352
27333,Deisel,40,NULL,2353
27351,"L.P. Gas ","Heating the oven",7,2354
21320,"Induction furnace",25.,NULL,2355
10952,Diesal,"mashine operating",60,2356
27364,kerosine,cleaning,1,2357
27368,Deisel,,20,2358
27371,Deisel,,20,2359
27376,kerosene,,2,2360
21748,Deisel,"For operate the generator",8,2361
19605,"Gas,Diesel",,NULL,2362
22826,Diesel,,NULL,2363
22023,Diesel,"Generator running",15,2364
20285,Deisel,"For the loder",NULL,2365
21027,Kerosine,"For Washing",2,2366
22552,Kerozine,,2,2367
27393,ඩීසල්,"කම්ප්‍රෙෂර් යන්ත්‍රය සදහා",5,2368
19805,Petrol/Deisel,Transport/Vehecle,30,2369
20132,Deisel,"For repairing activities",5,2370
20680,"Furnes oil","Boiler heating",1200,2371
20667,Deisel,"For vehicle transportation",500,2372
21553,Diesel,"For operation production machine",400,2373
2837,Disel,,0.1,2374
2754,Disel,,0.1,2375
3171,Disel,,NULL,2376
19558,"LP Gas",Cooking,NULL,2377
20840,Deisel,,18,2378
10864,Deisal,"mettal crushing",70,2379
27301,"kerosone oil",cleaning,500,2380
27437,kerosone,cleaning,500,2381
27438,kersone,cleaning,100,2382
21036,Diesel,"Forklift and Jenerator",NULL,2383
23290,Diesel,"To operate oven",30,2384
19874,Diesel,"To operate generator, Water Pump, Lift",300,2385
21709,Diesel,"For Boilors",900,2386
22421,Deisel,"For generate the electricity",NULL,2387
22318,"Furnece Oil","Copper Melting",10,2388
22402,"Kerosine & Dissel",,10,2389
22303,"Furnece oil",melting,100,2390
22211,"Furnece oil","billet heating",3000,2391
22227,Dissel,"To operate generate",5000,2392
22326,Dissel,"To operate generate",400,2393
27506,"Paddy Husk","For boiler",500,2394
27507,"PADDY HUSK","FUEL FOR BURNER",500,2395
20804,Deisel,"For Comprasure machine",20,2396
20351,"Furnace Oil","For billet heating ",2000,2397
22403,Dissel,"To operate generate",NULL,2398
22291,Dissel,"To operate generate",1500,2399
10733,dieasal,mining,20,2400
20691,Kerosene,Cleaning,10,2401
21516,Dissel,"For oven ",12,2402
27561,,,NULL,2403
20978,"Diesel, Kerosine","To operate machinery",39,2404
